Title,Item code,Banner data,Body links,Sats received by comments,Comments item code
Break this cashu faucet and win 10k sats,140192,"{'sats': '1711 sats', 'boost': None, 'comments': '10 comments', 'author': 'gandlaf21', 'tag': 'bitcoin', 'timestamp': '2023-02-20 04:09:06'}","['/pi', '/pi']",11.5k sats,"[140974, 141866, 140311, 142862, 142946, 140319, 140533, 140536, 140541, 142241]"
